pp,Result
0.018961999647500553,1
0.01966387561332869,1
0.014356937064535127,1
0.016604829369012777,1
0.020415348767619645,1
0.017641025271531056,1
0.02057634830049446,0
0.020023824504214048,0
0.014698325957546115,0
0.012976514222247389,0
0.012021470220970092,0
0.014947457550750692,0
0.01475463545282289,0
0.011038384533045375,0
0.0020097513780847486,0
0.0020145817587169245,0
-0.0010300419860522544,0
-0.007485905549764618,0
-0.006210307913981534,1
-0.0038763582131413205,0
-0.005223699016650925,1
-0.011962655884918712,1
-0.0117791296024945,1
-0.011602803843903877,1
-0.004340568005912328,1
-0.006853059522193205,1
-0.006134110372346405,1
-0.0001826308653187331,1
0.0013383582444086806,1
-0.0017999570903614297,1
0.00036251850315224403,1
0.0043398216317372534,1
0.003984544147155825,1
0.002189334901520457,1
0.0009665930798171021,1
0.00247462538115335,1
0.005137555154581282,1
0.0033921542329366306,1
0.002648223866857046,0
0.004233306554630714,0
0.0017732759581172478,1
0.004653725096634534,1
0.001083407775740205,1
0.0031934211755784924,0
0.0016764098511044543,0
0.004257687579474022,1
0.0023699508758553535,1
0.0008157092294172792,1
-0.00010661107646486588,1
-0.000830658497485236,1
0.001635890027802131,1
7.738064256447147e-05,1
0.000449370319576483,1
-0.002025800043640375,1
-0.0015698308004771424,1
0.0023070757150665355,0
0.003716226951936803,0
0.004353548294214462,0
0.007077502449215087,0
0.006581907139558071,0
0.004494245102576991,0
0.0009320243490730481,0
0.002408047954615097,0
0.0038644280221219796,0
0.00443876237248145,0
-0.0008205841382243317,0
-0.0018997303987224289,1
-0.0013900474599282126,0
-0.006116843961907277,1
-0.006405980233573863,1
-0.0062922467221357735,1
-0.004552670332958964,1
-0.004482447653916894,1
-0.002331822370943789,1
-0.0027636787857592163,1
-0.0017537001241255568,1
0.0008056965523354912,1
-0.0002702780498043163,1
0.0031292216533268906,1
0.0040633141084619705,1
0.004616661050516375,1
0.0077081528418060825,1
0.015261306003593019,0
0.01650574668480922,0
0.010792427711693605,0
0.008857961494471217,0
0.007010931809497685,0
0.007956191349579561,0
0.010021589377395914,0
0.010599920455543968,0
0.005858940988333239,0
0.002561625972737087,0
-0.010079478699008559,1
-0.013670469192922734,1
-0.007741138199183319,1
-0.007142892594767475,0
-0.0075738863710273436,0
-0.00593025912518933,0
-0.006444877268695454,0
-0.00969415733954744,0
-0.0020422123454991764,0
-0.0010897588663871295,0
0.0010891167699314279,0
0.0015011396055211153,0
0.0005644979790392173,0
-0.003848622312011428,1
-0.005907688089023056,1
-0.007353232353232368,0
-0.007774497161872008,0
-0.0071683673126750145,0
-0.007393781529885996,0
-0.01003404559012725,0
-0.0059824100356602895,0
-0.004395763737412025,0
-0.0037070274919016534,0
0.00014628942297526627,0
0.0007416663839077891,1
-0.00031732990193866046,1
-0.002545839416711509,1
-0.00024782395181712657,1
-0.0023888750613075384,1
-0.001453431698964355,0
-0.003507857422710766,1
-0.0019385120007167451,0
-0.001393174569665638,0
-0.0015354137068193175,0
0.000637118859761267,0
0.003514522292896733,0
0.004322031660795632,0
0.0029410065770395784,1
0.0010829646109756757,1
-0.0013418689263716968,1
0.0009536790620547508,1
-0.0020200526601997283,1
-0.00032030796824193545,1
-0.0011582191456871475,1
-0.002624748779109086,1
-0.0023831128073568165,1
-0.0016573861049451245,1
0.004419549637768642,1
0.005541045704322354,1
0.00887983807383974,1
0.006636719554914505,1
0.013709643196928368,1
0.012885520513791564,1
